Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeID,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Avg_Working_time,Years_At_Company_Bin,Percent_Salary_Hike_Bin,Years_With_Current_Manager_Bin
37,No,Travel_Frequently,Sales,2,3,Marketing,1,1439,Female,2,Laboratory Technician,Divorced,97560,4,19,8,0,13,2,9,5,8,3,3,1,4,3,6.952933884,5-10 years,15-20 % Salary Hike,5-10 years
29,No,Travel_Frequently,Sales,15,4,Medical,1,1440,Female,1,Sales Executive,Married,49680,1,19,8,3,11,4,11,4,1,3,3,2,4,3,6.31693394,10+ years,15-20 % Salary Hike,0-1 years
35,No,Travel_Frequently,Research & Development,19,3,Life Sciences,1,1441,Female,1,Sales Executive,Single,21450,1,13,8,0,10,6,10,0,8,2,3,3,3,4,5.994657943,5-10 years,10-15 % Salary Hike,5-10 years
29,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1442,Female,1,Research Scientist,Single,21800,1,21,8,0,4,2,4,0,1,3,4,3,4,2,8.353527429,2-5 years,20-25 % Salary Hike,0-1 years
52,No,Travel_Rarely,Research & Development,1,2,Medical,1,1443,Female,4,Manager,Single,83460,7,14,8,0,6,5,2,2,2,3,3,3,4,2,7.406395862,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,7,4,Life Sciences,1,1444,Female,2,Sales Executive,Married,34450,1,11,8,2,22,2,22,11,15,3,3,3,4,3,6.36913699,Less than year,10-15 % Salary Hike,10+ years
59,No,Travel_Rarely,Research & Development,4,4,Technical Degree,1,1445,Male,1,Healthcare Representative,Married,27600,8,11,8,0,7,3,2,2,2,4,3,2,3,2,6.719878547,2-5 years,10-15 % Salary Hike,2-5 years
50,No,Travel_Rarely,Research & Development,11,2,Life Sciences,1,1446,Male,2,Sales Executive,Divorced,62940,3,23,8,1,32,2,7,0,6,4,4,4,4,2,7.704610872,5-10 years,20-25 % Salary Hike,5-10 years
33,Yes,Travel_Rarely,Sales,11,4,Marketing,1,1447,Male,1,Research Scientist,Married,71400,5,21,8,0,8,2,5,0,4,2,4,3,4,1,10.88487253,2-5 years,20-25 % Salary Hike,2-5 years
43,No,Travel_Rarely,Sales,1,3,Marketing,1,1448,Female,2,Manufacturing Director,Married,29320,5,24,8,0,22,3,17,1,9,3,4,4,4,3,9.287386255,10+ years,20-25 % Salary Hike,5-10 years
33,Yes,Travel_Rarely,Sales,1,3,Life Sciences,1,1449,Male,2,Manager,Married,51470,7,11,8,0,13,2,9,1,7,3,3,1,1,4,7.099097222,5-10 years,10-15 % Salary Hike,5-10 years
52,No,Non-Travel,Research & Development,2,3,Technical Degree,1,1450,Male,1,Sales Executive,Single,45070,1,14,8,0,33,3,33,15,12,2,3,1,3,4,8.798592279,Less than year,10-15 % Salary Hike,10+ years
32,No,Travel_Rarely,Human Resources,13,4,Life Sciences,1,1451,Female,3,Manufacturing Director,Married,85640,2,16,8,1,6,2,4,1,2,2,3,3,2,3,7.992846939,2-5 years,15-20 % Salary Hike,2-5 years
32,Yes,Travel_Rarely,Sales,23,1,Life Sciences,1,1452,Male,3,Healthcare Representative,Single,24680,0,11,8,0,4,2,3,1,2,3,3,4,3,1,10.195875,2-5 years,10-15 % Salary Hike,2-5 years
39,No,Travel_Rarely,Sales,26,4,Life Sciences,1,1453,Male,2,Research Director,Divorced,81610,7,12,8,1,7,2,3,1,2,4,3,3,3,3,6.318844538,2-5 years,10-15 % Salary Hike,2-5 years
32,No,Non-Travel,Sales,2,4,Marketing,1,1454,Male,4,Research Scientist,Married,21090,0,13,8,1,4,3,3,2,2,2,3,3,4,3,6.236712963,2-5 years,10-15 % Salary Hike,2-5 years
41,No,Travel_Rarely,Sales,29,3,Life Sciences,1,1455,Female,2,Laboratory Technician,Divorced,52940,2,15,8,0,17,3,1,0,0,2,3,3,1,2,6.114475309,0-1 years,10-15 % Salary Hike,Less than Year
40,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1456,Male,1,Manufacturing Director,Divorced,27180,1,14,8,1,9,4,9,4,7,2,3,1,4,3,7.43019018,5-10 years,10-15 % Salary Hike,5-10 years
45,No,Travel_Rarely,Research & Development,18,1,Life Sciences,1,1457,Female,2,Sales Representative,Married,58110,0,14,8,0,25,4,24,1,7,2,3,3,4,3,6.911509456,Less than year,10-15 % Salary Hike,5-10 years
31,No,Travel_Frequently,Research & Development,7,4,Medical,1,1458,Male,1,Research Scientist,Divorced,24370,9,14,8,1,9,3,2,2,2,4,3,2,3,3,7.313733522,2-5 years,10-15 % Salary Hike,2-5 years
33,No,Travel_Rarely,Research & Development,2,4,Life Sciences,1,1459,Female,1,Sales Executive,Married,27660,1,12,8,1,2,2,2,0,2,3,3,3,4,2,6.785834552,2-5 years,10-15 % Salary Hike,2-5 years
34,No,Travel_Rarely,Research & Development,26,3,Other,1,1460,Female,1,Sales Executive,Married,190380,6,13,8,0,13,3,11,5,9,2,3,4,1,3,6.431916076,10+ years,10-15 % Salary Hike,5-10 years
37,No,Travel_Rarely,Research & Development,22,5,Medical,1,1461,Female,2,Manufacturing Director,Married,30550,2,14,8,3,17,3,3,0,2,3,3,3,1,2,7.563755935,2-5 years,10-15 % Salary Hike,2-5 years
45,No,Travel_Frequently,Sales,21,1,Marketing,1,1462,Male,3,Research Scientist,Married,22890,4,13,8,0,9,3,3,0,2,2,3,1,3,3,8.010291179,2-5 years,10-15 % Salary Hike,2-5 years
37,Yes,Travel_Frequently,Sales,2,3,Marketing,1,1463,Male,1,Laboratory Technician,Divorced,40010,6,11,8,1,17,2,1,0,0,3,3,1,3,3,7.120705868,0-1 years,10-15 % Salary Hike,Less than Year
39,No,Travel_Frequently,Research & Development,22,3,Medical,1,1464,Female,1,Manufacturing Director,Single,129650,0,19,8,1,20,2,19,11,8,3,3,3,3,3,7.38847342,10+ years,15-20 % Salary Hike,5-10 years
29,No,Travel_Rarely,Sales,4,3,Other,1,1465,Female,2,Human Resources,Single,35390,1,18,8,0,6,2,6,1,5,2,3,3,4,3,7.298881915,5-10 years,15-20 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,5,4,Medical,1,1466,Female,1,Research Scientist,Single,60290,3,17,8,1,10,5,3,0,2,3,3,4,1,3,8.485629017,2-5 years,15-20 % Salary Hike,2-5 years
29,No,Travel_Rarely,Research & Development,2,4,Medical,1,1467,Male,1,Laboratory Technician,Divorced,26790,2,15,8,0,10,2,3,0,2,2,3,4,4,3,6.099508004,2-5 years,10-15 % Salary Hike,2-5 years
25,No,Travel_Rarely,Research & Development,25,2,Life Sciences,1,1468,Male,2,Sales Executive,Married,37020,0,20,8,0,5,4,4,1,2,3,4,1,3,3,7.696410608,2-5 years,15-20 % Salary Hike,2-5 years
42,No,Travel_Rarely,Sales,18,2,Medical,1,1469,Male,1,Laboratory Technician,Divorced,23980,0,14,8,1,10,2,9,7,8,2,3,4,3,3,9.515560072,5-10 years,10-15 % Salary Hike,5-10 years
40,No,Travel_Rarely,Research & Development,28,3,Medical,1,1470,Male,2,Laboratory Technician,Divorced,54680,0,12,8,0,22,6,21,3,9,4,3,1,3,3,7.036408382,Less than year,10-15 % Salary Hike,5-10 years
51,No,Travel_Rarely,Sales,6,2,Life Sciences,1,1471,Female,1,Healthcare Representative,Married,131160,1,11,8,0,1,6,1,0,0,3,3,3,4,3,7.409417024,0-1 years,10-15 % Salary Hike,Less than Year
31,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,1,1472,Female,1,Research Scientist,Single,41890,0,23,8,1,6,3,5,1,4,2,4,3,2,4,7.658033911,2-5 years,20-25 % Salary Hike,2-5 years
32,No,Travel_Frequently,Research & Development,17,4,Other,1,1473,Male,4,Sales Executive,Married,193280,1,15,8,3,5,2,5,0,3,3,3,2,2,1,6.987566851,2-5 years,10-15 % Salary Hike,2-5 years
38,No,Non-Travel,Research & Development,2,5,Life Sciences,1,1474,Male,3,Human Resources,Married,83210,3,11,8,3,13,5,8,7,5,2,3,4,4,3,7.204082492,5-10 years,10-15 % Salary Hike,2-5 years
32,No,Travel_Rarely,Research & Development,10,1,Medical,1,1475,Male,1,Sales Executive,Single,23420,4,12,8,2,9,2,6,0,4,3,3,4,1,3,8.008520136,5-10 years,10-15 % Salary Hike,2-5 years
46,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1476,Female,4,Research Director,Married,40710,3,13,8,0,28,5,7,7,7,3,3,3,2,2,10.77499404,5-10 years,10-15 % Salary Hike,5-10 years
28,Yes,Travel_Rarely,Research & Development,11,2,Medical,1,1477,Male,2,Sales Executive,Single,58130,2,20,8,1,5,2,0,0,0,3,4,3,3,1,6.909532164,Less than year,15-20 % Salary Hike,Less than Year
29,No,Travel_Rarely,Research & Development,18,3,Life Sciences,1,1478,Male,2,Sales Executive,Married,31430,2,22,8,3,10,2,0,0,0,3,4,1,2,3,6.717725035,Less than year,20-25 % Salary Hike,Less than Year
31,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1479,Male,3,Laboratory Technician,Married,20440,0,21,8,0,10,2,9,7,8,3,4,2,4,3,7.214617446,5-10 years,20-25 % Salary Hike,5-10 years
25,No,Non-Travel,Research & Development,7,4,Medical,1,1480,Female,4,Laboratory Technician,Divorced,134640,1,13,8,1,6,2,6,1,5,3,3,2,1,3,7.128381021,5-10 years,10-15 % Salary Hike,2-5 years
45,No,Travel_Rarely,Research & Development,17,2,Medical,1,1481,Male,2,Laboratory Technician,Married,79910,0,13,8,2,21,2,20,4,10,2,3,3,4,3,8.398237923,10+ years,10-15 % Salary Hike,5-10 years
36,No,Travel_Rarely,Research & Development,28,1,Life Sciences,1,1482,Male,1,Laboratory Technician,Married,33770,0,12,8,2,16,2,15,10,11,3,3,4,4,3,7.075151407,10+ years,10-15 % Salary Hike,10+ years
55,No,Travel_Rarely,Research & Development,14,4,Life Sciences,1,1483,Female,1,Sales Executive,Single,55380,0,17,8,0,37,2,36,4,13,3,3,4,1,3,9.295658137,Less than year,15-20 % Salary Hike,10+ years
47,Yes,Non-Travel,Research & Development,1,1,Medical,1,1484,Male,1,Research Scientist,Married,57620,1,11,8,2,10,4,10,9,9,2,3,1,2,2,9.446140955,5-10 years,10-15 % Salary Hike,5-10 years
28,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1485,Male,1,Manufacturing Director,Married,25920,1,14,8,0,5,2,5,0,4,3,3,4,4,2,6.116240338,2-5 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1486,Male,2,Healthcare Representative,Married,53460,4,11,8,0,7,2,5,0,1,3,3,3,4,4,6.704287837,2-5 years,10-15 % Salary Hike,0-1 years
21,No,Travel_Rarely,Research & Development,3,2,Life Sciences,1,1487,Male,1,Laboratory Technician,Single,42130,1,12,8,3,3,3,3,1,0,2,3,4,3,4,6.604979991,2-5 years,10-15 % Salary Hike,Less than Year
37,No,Non-Travel,Research & Development,1,3,Medical,1,1488,Male,2,Sales Executive,Divorced,41270,2,13,8,1,15,2,5,0,2,3,3,1,4,3,11.01959447,2-5 years,10-15 % Salary Hike,2-5 years
35,No,Travel_Rarely,Sales,7,4,Life Sciences,1,1489,Male,1,Sales Representative,Divorced,24380,7,16,8,0,10,5,7,6,2,2,3,2,2,2,6.984722222,5-10 years,15-20 % Salary Hike,2-5 years
38,No,Travel_Rarely,Research & Development,8,3,Life Sciences,1,1490,Female,1,Manager,Divorced,68700,1,11,8,1,8,5,8,7,7,3,3,1,1,3,9.286795225,5-10 years,10-15 % Salary Hike,5-10 years
26,No,Travel_Frequently,Research & Development,1,4,Other,1,1491,Male,2,Laboratory Technician,Divorced,104470,1,18,8,0,6,3,6,1,4,3,3,3,2,1,7.601738128,5-10 years,15-20 % Salary Hike,2-5 years
50,No,Travel_Rarely,Sales,8,4,Life Sciences,1,1492,Male,1,Research Scientist,Divorced,96670,3,23,8,0,28,2,10,1,6,2,4,1,2,2,5.97706713,5-10 years,20-25 % Salary Hike,5-10 years
53,No,Travel_Rarely,Research & Development,11,4,Life Sciences,1,1493,Female,2,Research Scientist,Married,21480,3,11,8,0,21,2,5,1,3,3,3,3,3,2,8.413626348,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Rarely,Research & Development,4,4,Life Sciences,1,1494,Male,1,Manufacturing Director,Married,89260,1,14,8,0,20,4,20,11,6,1,3,2,3,3,6.788833333,10+ years,10-15 % Salary Hike,5-10 years
29,No,Travel_Frequently,Research & Development,16,4,Medical,1,1495,Male,1,Laboratory Technician,Single,65130,1,11,8,1,10,2,10,0,9,3,3,2,4,2,7.062236111,5-10 years,10-15 % Salary Hike,5-10 years
55,No,Travel_Rarely,Research & Development,1,4,Other,1,1496,Female,1,Research Scientist,Married,67990,3,11,8,0,12,2,10,0,8,3,3,2,4,3,9.410524425,5-10 years,10-15 % Salary Hike,5-10 years
26,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,1497,Female,1,Manager,Married,162910,1,22,8,0,5,3,5,3,3,3,4,1,1,3,11.01479137,2-5 years,20-25 % Salary Hike,2-5 years
37,No,Travel_Rarely,Sales,5,1,Marketing,1,1498,Male,1,Research Scientist,Single,27050,1,11,8,0,17,2,17,5,7,3,3,4,4,3,7.629000954,10+ years,10-15 % Salary Hike,5-10 years
44,Yes,Travel_Frequently,Research & Development,1,2,Medical,1,1499,Male,2,Research Scientist,Divorced,103330,3,14,8,1,19,2,1,0,0,2,3,4,3,1,11.000576,0-1 years,10-15 % Salary Hike,Less than Year
38,No,Travel_Rarely,Sales,2,3,Marketing,1,1500,Female,1,Manager,Divorced,44480,9,12,8,0,10,3,2,1,2,2,3,4,4,3,6.820862029,2-5 years,10-15 % Salary Hike,2-5 years
26,Yes,Travel_Rarely,Research & Development,4,3,Medical,1,1501,Male,3,Research Scientist,Divorced,68540,2,11,8,0,5,5,3,0,2,2,3,1,2,3,10.10996781,2-5 years,10-15 % Salary Hike,2-5 years
28,No,Travel_Rarely,Research & Development,7,3,Other,1,1502,Male,1,Human Resources,Single,96370,1,13,8,0,5,6,5,0,2,2,3,4,4,3,6.702303051,2-5 years,10-15 % Salary Hike,2-5 years
49,No,Travel_Frequently,Research & Development,1,1,Medical,1,1503,Female,2,Research Scientist,Single,35910,9,13,8,0,22,2,3,1,2,3,3,3,1,3,10.48747934,2-5 years,10-15 % Salary Hike,2-5 years
36,No,Travel_Rarely,Sales,5,3,Technical Degree,1,1504,Male,3,Sales Executive,Single,54050,4,14,8,0,10,2,8,7,7,3,3,3,2,3,6.193597768,5-10 years,10-15 % Salary Hike,5-10 years
31,No,Travel_Frequently,Research & Development,9,4,Medical,1,1505,Male,1,Sales Executive,Divorced,46840,1,16,8,1,2,4,2,2,2,3,3,4,2,2,6.607998818,2-5 years,15-20 % Salary Hike,2-5 years
26,Yes,Travel_Rarely,Research & Development,8,3,Medical,1,1506,Male,2,Manager,Single,157870,1,12,8,2,8,5,8,7,4,3,3,4,4,3,10.26026428,5-10 years,10-15 % Salary Hike,2-5 years
37,No,Travel_Frequently,Sales,9,1,Marketing,1,1507,Male,1,Laboratory Technician,Married,15140,1,14,8,0,4,3,4,1,2,3,3,2,4,2,9.99547668,2-5 years,10-15 % Salary Hike,2-5 years
42,No,Travel_Frequently,Sales,2,2,Marketing,1,1508,Male,3,Research Director,Married,29560,5,13,8,0,23,2,20,4,8,3,3,3,2,4,5.992563025,10+ years,10-15 % Salary Hike,5-10 years
18,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,1,1509,Male,1,Sales Executive,Single,23350,1,14,8,2,0,3,0,0,0,2,3,3,3,3,6.816210489,Less than year,10-15 % Salary Hike,Less than Year
35,No,Travel_Rarely,Sales,20,2,Life Sciences,1,1510,Male,1,Laboratory Technician,Married,51540,0,19,8,0,12,2,11,6,9,2,3,3,2,2,7.720096983,10+ years,15-20 % Salary Hike,5-10 years
36,No,Travel_Frequently,Research & Development,8,3,Other,1,1511,Female,3,Sales Executive,Married,69620,4,12,8,2,4,2,1,0,0,2,3,3,4,3,7.185832136,0-1 years,10-15 % Salary Hike,Less than Year
51,No,Travel_Rarely,Research & Development,2,3,Life Sciences,1,1512,Male,2,Laboratory Technician,Divorced,56750,5,13,8,0,13,2,4,1,2,2,3,4,2,3,7.57193599,2-5 years,10-15 % Salary Hike,2-5 years
41,No,Travel_Rarely,Research & Development,29,1,Life Sciences,1,1513,Male,1,Laboratory Technician,Single,23790,1,12,8,0,22,6,22,0,4,3,3,4,2,3,6.877735507,Less than year,10-15 % Salary Hike,2-5 years
18,No,Travel_Rarely,Sales,7,3,Life Sciences,1,1514,Male,1,Research Scientist,Single,38120,1,15,8,0,0,3,0,0,0,3,3,4,3,3,6.992057656,Less than year,10-15 % Salary Hike,Less than Year
28,No,Travel_Rarely,Research & Development,9,3,Medical,1,1515,Male,1,Sales Representative,Single,46480,0,23,8,2,9,2,8,0,7,2,4,2,1,3,7.170924783,5-10 years,20-25 % Salary Hike,5-10 years
31,No,Travel_Rarely,Research & Development,8,1,Technical Degree,1,1516,Male,1,Manufacturing Director,Married,29360,4,12,8,1,10,2,8,7,7,3,3,2,4,2,7.164225083,5-10 years,10-15 % Salary Hike,5-10 years
39,No,Travel_Rarely,Sales,5,4,Marketing,1,1517,Female,2,Human Resources,Divorced,21050,0,20,8,0,19,3,18,3,7,3,4,3,4,2,7.603831418,10+ years,15-20 % Salary Hike,5-10 years
36,No,Non-Travel,Research & Development,5,4,Life Sciences,1,1518,Male,1,Sales Executive,Married,85780,7,21,8,0,12.28571429,4,9,0,8,3,4,2,2,3,7.817613035,5-10 years,20-25 % Salary Hike,5-10 years
32,No,Travel_Rarely,Sales,2,3,Marketing,1,1519,Male,2,Laboratory Technician,Married,27060,1,21,8,1,13,4,13,4,8,3,4,4,3,2,6.989849588,10+ years,20-25 % Salary Hike,5-10 years
38,No,Travel_Rarely,Research & Development,5,2,Life Sciences,1,1520,Female,3,Research Scientist,Married,63840,3,19,8,2,19,4,10,0,1,2,3,1,2,3,6.903497308,5-10 years,15-20 % Salary Hike,0-1 years
58,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1521,Male,2,Manufacturing Director,Divorced,39680,2,13,8,2,12,3,5,1,2,2,3,4,3,3,10.92023793,2-5 years,10-15 % Salary Hike,2-5 years
31,No,Travel_Rarely,Research & Development,20,1,Technical Degree,1,1522,Female,3,Research Scientist,Married,99070,1,13,8,1,6,3,5,0,3,2,3,3,4,3,9.106765306,2-5 years,10-15 % Salary Hike,2-5 years
31,No,Travel_Rarely,Sales,7,4,Marketing,1,1523,Male,2,Sales Executive,Married,132250,3,21,8,1,9,2,2,1,0,3,4,1,1,3,6.793423096,2-5 years,20-25 % Salary Hike,Less than Year
45,No,Travel_Frequently,Research & Development,3,1,Medical,1,1524,Female,1,Sales Executive,Divorced,35400,1,13,8,0,24,6,24,9,11,3,3,1,1,3,7.290649679,Less than year,10-15 % Salary Hike,10+ years
31,No,Travel_Rarely,Sales,16,4,Marketing,1,1525,Female,2,Research Scientist,Divorced,28040,0,19,8,2,3,0,2,2,2,3,3,3,4,1,8.603252651,2-5 years,15-20 % Salary Hike,2-5 years
33,No,Travel_Frequently,Research & Development,9,3,Life Sciences,1,1526,Male,4,Research Director,Married,193920,6,12,8,1,12,3,10,8,8,3,3,4,2,3,6.794387464,5-10 years,10-15 % Salary Hike,5-10 years
39,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1527,Male,1,Sales Executive,Married,196650,1,22,8,1,21,6,21,11,10,3,4,3,1,3,10.98050093,Less than year,20-25 % Salary Hike,5-10 years
43,No,Travel_Frequently,Research & Development,7,4,Medical,1,1528,Male,4,Research Scientist,Single,24390,0,15,8,0,9,2,8,1,7,3,3,3,4,3,7.724989712,5-10 years,10-15 % Salary Hike,5-10 years
49,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1529,Male,3,Manufacturing Director,Single,73140,7,22,8,0,25,2,7,0,7,3,4,3,3,3,9.971033058,5-10 years,20-25 % Salary Hike,5-10 years
52,Yes,Travel_Rarely,Research & Development,7,1,Life Sciences,1,1530,Female,2,Research Scientist,Married,47740,2,18,8,1,11,2,8,7,7,3,3,3,2,2,7.877022822,5-10 years,15-20 % Salary Hike,5-10 years
27,No,Travel_Rarely,Research & Development,15,4,Medical,1,1531,Male,3,Research Scientist,Single,39020,1,22,8,0,4,2,4,1,2,3,4,3,2,2,10.71373129,2-5 years,20-25 % Salary Hike,2-5 years
32,No,Travel_Rarely,Research & Development,1,3,Life Sciences,1,1532,Male,3,Research Scientist,Married,26620,1,11,8,1,13,6,13,11,9,4,3,3,2,3,10.53732005,10+ years,10-15 % Salary Hike,5-10 years
27,No,Travel_Rarely,Research & Development,13,2,Medical,1,1533,Female,4,Research Director,Single,28560,1,12,8,2,5,5,5,0,4,4,3,4,3,3,10.10112591,2-5 years,10-15 % Salary Hike,2-5 years
31,No,Travel_Rarely,Sales,24,3,Life Sciences,1,1534,Male,2,Healthcare Representative,Divorced,10810,4,11,8,3,13,4,7,1,7,4,3,4,4,3,6.600159069,5-10 years,10-15 % Salary Hike,5-10 years
32,No,Travel_Rarely,Research & Development,7,3,Technical Degree,1,1535,Male,2,Healthcare Representative,Single,24720,7,13,8,0,10,2,7,0,7,3,3,1,4,2,7.516145075,5-10 years,10-15 % Salary Hike,5-10 years
28,Yes,Travel_Rarely,Research & Development,9,4,Medical,1,1536,Male,1,Sales Executive,Married,56730,5,14,8,1,5,4,3,2,2,2,3,1,4,2,10.7111256,2-5 years,10-15 % Salary Hike,2-5 years
30,No,Travel_Rarely,Research & Development,13,3,Life Sciences,1,1537,Female,4,Research Director,Married,41970,1,13,8,0,11,3,10,1,9,3,3,4,4,3,6.202911348,5-10 years,10-15 % Salary Hike,5-10 years
31,No,Travel_Frequently,Research & Development,2,1,Life Sciences,1,1538,Female,1,Manager,Married,97130,1,17,8,0,10,5,10,8,9,2,3,3,3,3,6.6084375,5-10 years,15-20 % Salary Hike,5-10 years
39,No,Travel_Frequently,Research & Development,19,4,Medical,1,1539,Female,1,Research Scientist,Married,20620,1,13,8,0,21,4,21,13,3,3,3,3,4,3,6.060223404,Less than year,10-15 % Salary Hike,2-5 years
39,Yes,Travel_Rarely,Research & Development,1,1,Medical,1,1540,Female,1,Laboratory Technician,Married,42840,4,17,8,1,12,0,1,0,0,3,3,4,3,2,10.00678842,0-1 years,15-20 % Salary Hike,Less than Year
33,No,Travel_Frequently,Sales,4,2,Life Sciences,1,1541,Male,4,Research Scientist,Single,47880,3,11,8,1,9,0,7,0,1,3,3,2,4,2,7.391962404,5-10 years,10-15 % Salary Hike,0-1 years
47,No,Travel_Rarely,Research & Development,4,3,Life Sciences,1,1542,Female,2,Healthcare Representative,Married,59060,4,23,8,0,21,4,3,1,1,4,4,4,3,3,6.52663505,2-5 years,20-25 % Salary Hike,0-1 years
43,No,Travel_Frequently,Research & Development,14,3,Medical,1,1543,Female,5,Research Director,Divorced,38860,1,17,8,2,9,2,9,0,0,3,3,3,3,4,6.352892512,5-10 years,15-20 % Salary Hike,Less than Year
27,No,Non-Travel,Research & Development,2,3,Life Sciences,1,1544,Male,1,Research Director,Married,168230,0,17,8,0,6,3,5,1,4,3,3,3,2,3,9.27889485,2-5 years,15-20 % Salary Hike,2-5 years
54,No,Travel_Frequently,Research & Development,1,4,Life Sciences,1,1545,Male,2,Research Scientist,Single,29330,3,12,8,2,20,2,4,0,3,3,3,4,3,2,6.09210177,2-5 years,10-15 % Salary Hike,2-5 years
43,No,Travel_Rarely,Research & Development,7,2,Life Sciences,1,1546,Female,2,Manager,Married,65000,8,23,8,0,10,3,1,0,0,3,4,3,1,2,7.203633102,0-1 years,20-25 % Salary Hike,Less than Year
45,No,Travel_Rarely,Sales,3,1,Marketing,1,1547,Female,1,Sales Executive,Married,171740,9,14,8,1,12,6,10,9,8,3,3,4,4,3,7.106525501,5-10 years,10-15 % Salary Hike,5-10 years
40,No,Travel_Rarely,Research & Development,2,4,Other,1,1548,Male,4,Research Scientist,Married,50330,2,14,8,2,6,6,4,0,2,3,3,2,4,2,9.905172293,2-5 years,10-15 % Salary Hike,2-5 years
29,Yes,Travel_Rarely,Research & Development,29,3,Medical,1,1549,Female,1,Research Scientist,Married,23070,1,13,8,1,7,0,7,0,7,3,3,2,1,2,10.49205736,5-10 years,10-15 % Salary Hike,5-10 years
29,No,Travel_Rarely,Human Resources,8,3,Medical,1,1550,Male,3,Sales Representative,Single,25870,0,22,8,2,4,3,3,2,2,3,4,2,4,3,6.909123117,2-5 years,20-25 % Salary Hike,2-5 years
30,No,Travel_Rarely,Research & Development,10,3,Life Sciences,1,1551,Male,2,Research Scientist,Divorced,55070,1,12,8,2,10,2,10,1,2,2,3,4,3,3,7.615994586,5-10 years,10-15 % Salary Hike,2-5 years
27,No,Travel_Rarely,Research & Development,11,2,Medical,1,1552,Male,1,Manager,Married,43930,1,18,8,1,8,2,8,0,7,2,3,2,2,3,6.110617284,5-10 years,15-20 % Salary Hike,5-10 years
37,No,Travel_Rarely,Sales,1,4,Life Sciences,1,1553,Male,2,Healthcare Representative,Divorced,133480,7,14,8,0,8,4,6,0,4,3,3,4,4,2,6.001789352,5-10 years,10-15 % Salary Hike,2-5 years
38,No,Travel_Rarely,Research & Development,28,4,Medical,1,1554,Male,1,Laboratory Technician,Divorced,65830,0,12,8,0,12,1,11,2,9,3,3,3,4,3,9.012154195,10+ years,10-15 % Salary Hike,5-10 years
